20,10000,20.0,4.261103364
20,20000,20.0,8.309461015
20,30000,20.0,11.755995021
50,10000,50.0,14.639898313
50,20000,50.0,35.720313408
50,30000,50.0,56.723482762
100,10000,100.0,43.287081779
100,20000,100.0,97.375468735
100,30000,100.0,137.911235664
