20,10000,20.0,0.004541306
20,20000,20.0,0.003735088
20,30000,20.0,0.00537868
50,10000,50.0,0.002009871
50,20000,50.0,0.00553971
50,30000,50.0,0.010977124
100,10000,100.0,0.00505155900001
100,20000,100.0,0.00783038400002
100,30000,100.0,0.014445778
