20,10000,1470.27301914,1.291877451
20,20000,1478.91265731,1.931499232
20,30000,1423.54508499,2.668784733
50,10000,5090.42605302,1.622288669
50,20000,5110.98503,3.272203288
50,30000,5140.30726913,4.979044551
100,10000,8476.91553216,4.893566298
100,20000,8477.24987222,5.925421856
100,30000,8546.88140839,9.188506467
